情景,村庄,阈值,参与分析的建筑物数量,参与分析的建筑物清单,是否受淹,首次受淹时间,首次受淹时被淹建筑物数量,首次受淹时被淹建筑物清单,首次受淹时最大水深,首次受淹时达阈值面积比例,首次受淹时达阈值面积_m2,达阈值面积统计对象,最近断面编号,最近断面名称,最近断面距离,最近候选断面编号,最近候选断面名称,最近断面是否在距离阈值内,最近断面最大允许距离_m,最近断面距离参考对象,最近断面参考建筑物,最近断面原始长度_m,最近断面裁剪后长度_m,最近断面裁剪方法,最近断面裁剪起点桩距_m,最近断面裁剪终点桩距_m,最近断面河中桩距_m,最近断面河中X,最近断面河中Y,最近断面是否使用河中坐标锚定,最近断面河中坐标到断面线距离_m,校正后河道路径,最近断面裁剪起点类型,最近断面裁剪终点类型,最近断面原本深度_m,最近断面河中高程_m,最近断面两端较低边界高程_m,断面值类型,最近断面在首次受淹时刻的水深,用户输入的前序时间间隔,前序时刻,最近断面在前序时刻的水深,断面取值方法,备注
24h10a,九渡河,0.2,2873,1631079、1631080、1631082、1631083、1631084、1631085、1631086、1631087、1631089、1631090、1631091、1631092、1631093、1631094、1631095、1631096、1631097、1631098、1631099、1631100、1631101、1631102、1631103、1631104、1631105、1631106、1631107、1631108、1631109、1631110、1631111、1631112、1631113、1631114、1631115、1631116、1631118、1631119、1631120、1631121、1631122、1631142、1631143、1631144、1631145、1631146、1631147、1631148、1631149、1631155、1631156、1631157、1631158、1631159、1631160、1631161、1631162、1631163、1631164、1631165、1631166、1631167、1631168、1631169、1631170、1631381、1631382、1631383、1631384、1631385、1631386、1631387、1631388、1631389、1631390、1631391、1631392、1631393、1631394、1631397、1631398、1631399、1631400、1631402、1631403、1631404、1631405、1631406、1631407、1631408、1631409、1631410、1631411、1631412、1631413、1631414、1631415、1631416、1631417、1631418、1631419、1631420、1631421、1631422、1631423、1631424、1631425、1631426、1631427、1631428、1631429、1631430、1631431、1631432、1631433、1631434、1631435、1631436、1631437、1631438、1631439、1631440、1631441、1631442、1631443、1631444、1631445、1631446、1631447、1631448、1631449、1631450、1631451、1631452、1631453、1631454、1631455、1631456、1631457、1631458、1631459、1631460、1631461、1631462、1631463、1631464、1631465、1631466、1631468、1631469、1631476、1631477、1631502、1631503、1631504、1631505、1631506、1631507、1631508、1631509、1631510、1631511、1631512、1631513、1631514、1631515、1631516、1631517、1631518、1631519、1631520、1631521、1631522、1631523、1631524、1631525、1631526、1631527、1631535、1631539、1631540、1631541、1631542、1631543、1631544、1631546、1631551、1631554、1631555、1631556、1631557、1631558、1631559、1631560、1631561、1631562、1631563、1631564、1631565、1631566 ... 共 2873 个，详见明细 sheet,是,t3,1,1631819,0.33799999952316284,0.37740228156833855,74800.0,village_boundary,,,16016.58910164764,牤牛河3-2000-85-牛彦庆_02,牤牛河3-2000-85-牛彦庆_02,否,3000.0,first_flooded_buildings,1631819,752.4245132231761,680.668655312458,汇总表路-河中-断面末端-河中坐标锚定,71.756,752.425,150.428,460033.508,4463261.969,是,0.0,E:\水科院\flood_workflow_app\outputs\校正后河道_九渡河_24h10a.geojson,路,断面末端,6.631999999999991,71.385,78.017,水深,,1.0,,,未提取：最近断面超过最大允许距离,最近候选断面 牤牛河3-2000-85-牛彦庆_02 距离 16016.59 m，超过最大允许距离 3000.00 m，未作为有效最近断面。
